collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL11074,APP11728,Vikramaditya Singh (Internal),2024-12-21,15542.84,Settled,Field Visit,2024-12-12,10052.92,Full Settlement,2,2024-12-18,Loan settled at ₹10052.92 under Full Settlement arrangement.
COL11075,APP11352,Prudence Resolution Services,2025-02-28,18421.11,Promise to Pay,Tele-calling,2025-03-18,,Pending,2,2025-02-22,Borrower promised to pay ₹18421.11 by 2025-03-18.
COL11076,APP11643,Zenith Financial Recovery,2025-07-15,128661.09,Settled,Field Visit,2025-07-08,120322.24,Full Settlement,9,2025-07-09,Loan settled at ₹120322.24 under Full Settlement arrangement.
COL11077,APP11662,Vikramaditya Singh (Internal),2025-01-29,31879.6,Settled,Field Visit,2025-01-19,30022.72,Partial Settlement,1,2025-01-19,Loan settled at ₹30022.72 under Partial Settlement arrangement.
COL11078,APP12815,Vanguard Legal & Recovery Services,2025-08-14,15141.23,Settled,Digital Reminder,2025-08-07,11794.02,Waived Off,4,2025-08-05,Loan settled at ₹11794.02 under Waived Off arrangement.
COL11079,APP12957,Apex Recovery Agency,2025-08-14,45286.96,Settled,Tele-calling,2025-08-08,38750.23,Waived Off,4,2025-08-07,Loan settled at ₹38750.23 under Waived Off arrangement.
COL11080,APP12463,Priya Deshmukh (Internal),2024-10-14,61301.28,Repossession Pending,WhatsApp Bot,,,Pending,7,2024-10-14,Asset recovery team assigned for asset repossession proceedings.
COL11081,APP10820,Priya Deshmukh (Internal),2024-07-23,29181.4,Unreachable,Field Visit,,,Pending,7,2024-07-17,Borrower unreachable on registered phone number. Escalated to field team.
COL11082,APP12245,Apex Recovery Agency,2025-11-05,21368.54,Promise to Pay,Field Visit,2025-11-09,,Pending,7,2025-10-26,Borrower promised to pay ₹21368.54 by 2025-11-09.
COL11083,APP10478,Anita Roy (Internal),2025-08-03,6930.9,Settled,Legal Notice,2025-07-29,4257.73,Full Settlement,4,2025-07-29,Loan settled at ₹4257.73 under Full Settlement arrangement.
COL11084,APP11390,Prudence Resolution Services,2024-09-12,20539.98,Settled,Field Visit,2024-09-03,14937.77,Partial Settlement,7,2024-09-10,Loan settled at ₹14937.77 under Partial Settlement arrangement.
COL11085,APP10478,Anita Roy (Internal),2024-10-12,4958.87,Repossession Pending,Tele-calling,,,Pending,6,2024-10-07,Asset recovery team assigned for asset repossession proceedings.
COL11086,APP11613,Meenakshi Sundaram (Legal Agent),2025-01-02,21994.41,Legal Action Initiated,WhatsApp Bot,,,Rejected,10,2024-12-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11087,APP12630,Anita Roy (Internal),2026-01-22,21483.47,Repossession Pending,Field Visit,,,Pending,11,2026-01-19,Asset recovery team assigned for asset repossession proceedings.
COL11088,APP12368,Zenith Financial Recovery,2025-04-05,51922.29,Contacted,Tele-calling,,,Pending,12,2025-03-29,Customer contacted via Tele-calling. Payment request sent.
COL11089,APP10830,Suresh Kumar (Field Specialist),2025-02-14,6659.86,Contacted,Field Visit,,,Pending,9,2025-02-09,Customer contacted via Field Visit. Payment request sent.
COL11090,APP10612,Zenith Financial Recovery,2025-10-29,18081.51,Unreachable,Tele-calling,,,Pending,1,2025-10-27,Borrower unreachable on registered phone number. Escalated to field team.
COL11091,APP11905,Vikramaditya Singh (Internal),2024-12-12,15856.84,Contacted,Legal Notice,,,Pending,12,2024-12-06,Customer contacted via Legal Notice. Payment request sent.
COL11092,APP11168,Suresh Kumar (Field Specialist),2025-06-29,103219.44,Contacted,WhatsApp Bot,,,Pending,9,2025-06-23,Customer contacted via WhatsApp Bot. Payment request sent.
COL11093,APP12744,Meenakshi Sundaram (Legal Agent),2025-01-10,171465.46,Promise to Pay,Legal Notice,2025-01-29,,Pending,10,2025-01-10,Borrower promised to pay ₹171465.46 by 2025-01-29.
COL11094,APP12919,Suresh Kumar (Field Specialist),2025-03-02,99648.25,Settled,WhatsApp Bot,2025-02-23,61379.77,Full Settlement,9,2025-03-01,Loan settled at ₹61379.77 under Full Settlement arrangement.
COL11095,APP11885,Apex Recovery Agency,2024-10-15,142174.65,Repossession Pending,Tele-calling,,,Pending,5,2024-10-15,Asset recovery team assigned for asset repossession proceedings.
COL11096,APP11967,Priya Deshmukh (Internal),2025-06-13,17285.28,Contacted,WhatsApp Bot,,,Pending,6,2025-06-12,Customer contacted via WhatsApp Bot. Payment request sent.
COL11097,APP11714,Apex Recovery Agency,2024-07-29,223862.65,Unreachable,Field Visit,,,Pending,11,2024-07-29,Borrower unreachable on registered phone number. Escalated to field team.
COL11098,APP11165,Priya Deshmukh (Internal),2026-01-19,12811.72,Promise to Pay,Legal Notice,2026-01-30,,Pending,2,2026-01-13,Borrower promised to pay ₹12811.72 by 2026-01-30.
COL11099,APP10432,Priya Deshmukh (Internal),2025-07-10,14668.69,Promise to Pay,Digital Reminder,2025-07-20,,Pending,3,2025-07-03,Borrower promised to pay ₹14668.69 by 2025-07-20.
COL11100,APP10875,Prudence Resolution Services,2024-12-07,9014.29,Unreachable,Field Visit,,,Pending,3,2024-12-04,Borrower unreachable on registered phone number. Escalated to field team.
COL11101,APP11887,Vikramaditya Singh (Internal),2025-07-09,37581.1,Contacted,Legal Notice,,,Pending,11,2025-06-30,Customer contacted via Legal Notice. Payment request sent.
COL11102,APP12072,Anita Roy (Internal),2025-07-18,26032.79,Contacted,Field Visit,,,Pending,2,2025-07-10,Customer contacted via Field Visit. Payment request sent.
COL11103,APP11029,Rajesh Sharma (Internal),2024-06-14,23294.77,Contacted,WhatsApp Bot,,,Pending,11,2024-06-14,Customer contacted via WhatsApp Bot. Payment request sent.
COL11104,APP12927,Priya Deshmukh (Internal),2024-06-14,27471.61,Settled,Tele-calling,2024-06-01,24350.54,Waived Off,1,2024-06-13,Loan settled at ₹24350.54 under Waived Off arrangement.
COL11105,APP11091,Priya Deshmukh (Internal),2024-11-15,61751.73,Unreachable,Field Visit,,,Pending,5,2024-11-10,Borrower unreachable on registered phone number. Escalated to field team.
COL11106,APP10391,Vikramaditya Singh (Internal),2025-12-09,28917.65,Contacted,Field Visit,,,Pending,2,2025-12-09,Customer contacted via Field Visit. Payment request sent.
COL11107,APP11084,Anita Roy (Internal),2025-07-31,21922.09,Settled,WhatsApp Bot,2025-07-23,14892.47,Full Settlement,3,2025-07-31,Loan settled at ₹14892.47 under Full Settlement arrangement.
COL11108,APP11409,Vikramaditya Singh (Internal),2025-06-29,27027.69,Repossession Pending,Legal Notice,,,Pending,11,2025-06-28,Asset recovery team assigned for asset repossession proceedings.
COL11109,APP11800,Vikramaditya Singh (Internal),2025-06-01,26189.45,Promise to Pay,Tele-calling,2025-06-14,,Pending,2,2025-05-23,Borrower promised to pay ₹26189.45 by 2025-06-14.
COL11110,APP10831,Prudence Resolution Services,2025-11-26,13311.79,Contacted,Tele-calling,,,Pending,6,2025-11-17,Customer contacted via Tele-calling. Payment request sent.
COL11111,APP12463,Vanguard Legal & Recovery Services,2025-03-21,65277.09,Repossession Pending,Field Visit,,,Pending,6,2025-03-20,Asset recovery team assigned for asset repossession proceedings.
COL11112,APP10243,Zenith Financial Recovery,2024-08-18,44390.75,Settled,Legal Notice,2024-08-03,31610.19,Full Settlement,1,2024-08-16,Loan settled at ₹31610.19 under Full Settlement arrangement.
COL11113,APP12190,Zenith Financial Recovery,2025-03-13,35455.19,Contacted,Digital Reminder,,,Pending,3,2025-03-12,Customer contacted via Digital Reminder. Payment request sent.
COL11114,APP11847,Vikramaditya Singh (Internal),2025-10-06,10623.41,Unreachable,Field Visit,,,Pending,12,2025-09-30,Borrower unreachable on registered phone number. Escalated to field team.
COL11115,APP12471,Vikramaditya Singh (Internal),2025-11-29,387557.03,Unreachable,Field Visit,,,Pending,8,2025-11-21,Borrower unreachable on registered phone number. Escalated to field team.
COL11116,APP10718,Priya Deshmukh (Internal),2026-01-13,70773.5,Contacted,Digital Reminder,,,Pending,12,2026-01-10,Customer contacted via Digital Reminder. Payment request sent.
COL11117,APP12630,Priya Deshmukh (Internal),2025-06-07,12831.41,Contacted,Legal Notice,,,Pending,9,2025-05-31,Customer contacted via Legal Notice. Payment request sent.
COL11118,APP10556,Anita Roy (Internal),2024-10-21,47483.05,Settled,Tele-calling,2024-10-14,44640.57,Waived Off,5,2024-10-14,Loan settled at ₹44640.57 under Waived Off arrangement.
COL11119,APP11352,Priya Deshmukh (Internal),2024-10-25,7303.07,Promise to Pay,Field Visit,2024-11-10,,Pending,7,2024-10-25,Borrower promised to pay ₹7303.07 by 2024-11-10.
COL11120,APP10604,Rajesh Sharma (Internal),2026-01-30,49430.69,Repossession Pending,Tele-calling,,,Pending,3,2026-01-30,Asset recovery team assigned for asset repossession proceedings.
COL11121,APP10754,Prudence Resolution Services,2025-08-01,118081.69,Contacted,Field Visit,,,Pending,3,2025-07-30,Customer contacted via Field Visit. Payment request sent.
COL11122,APP12793,Vikramaditya Singh (Internal),2025-05-12,37811.62,Repossession Pending,WhatsApp Bot,,,Pending,8,2025-05-02,Asset recovery team assigned for asset repossession proceedings.
COL11123,APP11330,Apex Recovery Agency,2024-11-25,49070.7,Promise to Pay,Tele-calling,2024-11-28,,Pending,9,2024-11-23,Borrower promised to pay ₹49070.7 by 2024-11-28.
COL11124,APP12403,Vanguard Legal & Recovery Services,2026-01-07,39070.0,Legal Action Initiated,Digital Reminder,,,Rejected,9,2026-01-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11125,APP10067,Vanguard Legal & Recovery Services,2024-10-07,64331.65,Settled,Field Visit,2024-09-26,39859.82,Waived Off,12,2024-10-04,Loan settled at ₹39859.82 under Waived Off arrangement.
COL11126,APP12448,Vikramaditya Singh (Internal),2025-09-23,65355.13,Legal Action Initiated,WhatsApp Bot,,,Rejected,8,2025-09-18,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11127,APP10316,Vanguard Legal & Recovery Services,2024-12-17,68122.29,Contacted,Field Visit,,,Pending,5,2024-12-16,Customer contacted via Field Visit. Payment request sent.
COL11128,APP10184,Anita Roy (Internal),2025-02-01,72969.52,Legal Action Initiated,Legal Notice,,,Rejected,5,2025-01-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11129,APP10832,Anita Roy (Internal),2025-04-13,453517.45,Promise to Pay,Tele-calling,2025-04-22,,Pending,4,2025-04-05,Borrower promised to pay ₹453517.45 by 2025-04-22.
COL11130,APP11416,Priya Deshmukh (Internal),2025-12-30,56438.65,Contacted,Legal Notice,,,Pending,8,2025-12-30,Customer contacted via Legal Notice. Payment request sent.
COL11131,APP12079,Prudence Resolution Services,2025-03-17,9160.55,Settled,Tele-calling,2025-03-09,7906.88,Partial Settlement,7,2025-03-09,Loan settled at ₹7906.88 under Partial Settlement arrangement.
COL11132,APP11165,Vikramaditya Singh (Internal),2024-09-12,17261.98,Settled,Tele-calling,2024-09-07,15166.79,Waived Off,9,2024-09-10,Loan settled at ₹15166.79 under Waived Off arrangement.
COL11133,APP11040,Meenakshi Sundaram (Legal Agent),2024-08-20,34364.1,Settled,Tele-calling,2024-08-12,30330.33,Full Settlement,11,2024-08-19,Loan settled at ₹30330.33 under Full Settlement arrangement.
COL11134,APP12580,Vikramaditya Singh (Internal),2025-11-18,27915.93,Legal Action Initiated,WhatsApp Bot,,,Rejected,6,2025-11-11,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11135,APP11189,Prudence Resolution Services,2024-07-11,85517.34,Settled,Legal Notice,2024-06-30,57560.63,Full Settlement,12,2024-07-01,Loan settled at ₹57560.63 under Full Settlement arrangement.
COL11136,APP12611,Vikramaditya Singh (Internal),2024-06-16,36766.55,Repossession Pending,WhatsApp Bot,,,Pending,3,2024-06-12,Asset recovery team assigned for asset repossession proceedings.
COL11137,APP11771,Anita Roy (Internal),2025-03-30,25877.89,Contacted,Digital Reminder,,,Pending,3,2025-03-29,Customer contacted via Digital Reminder. Payment request sent.
COL11138,APP12760,Meenakshi Sundaram (Legal Agent),2025-09-15,9180.73,Settled,Legal Notice,2025-09-06,7597.99,Partial Settlement,5,2025-09-08,Loan settled at ₹7597.99 under Partial Settlement arrangement.
COL11139,APP10678,Anita Roy (Internal),2025-07-16,21335.88,Unreachable,WhatsApp Bot,,,Pending,7,2025-07-07,Borrower unreachable on registered phone number. Escalated to field team.
COL11140,APP10681,Zenith Financial Recovery,2025-06-18,9754.06,Legal Action Initiated,Legal Notice,,,Rejected,2,2025-06-08,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11141,APP12427,Suresh Kumar (Field Specialist),2024-07-14,197784.32,Settled,Digital Reminder,2024-07-09,173398.84,Waived Off,10,2024-07-04,Loan settled at ₹173398.84 under Waived Off arrangement.
COL11142,APP11177,Rajesh Sharma (Internal),2025-07-14,330255.24,Contacted,Field Visit,,,Pending,2,2025-07-11,Customer contacted via Field Visit. Payment request sent.
COL11143,APP10534,Zenith Financial Recovery,2025-09-20,284700.52,Settled,Tele-calling,2025-09-13,181616.7,Waived Off,2,2025-09-19,Loan settled at ₹181616.7 under Waived Off arrangement.
COL11144,APP12041,Vanguard Legal & Recovery Services,2025-10-11,25540.25,Unreachable,Field Visit,,,Pending,4,2025-10-04,Borrower unreachable on registered phone number. Escalated to field team.
COL11145,APP10167,Apex Recovery Agency,2024-10-28,40058.6,Contacted,Digital Reminder,,,Pending,11,2024-10-25,Customer contacted via Digital Reminder. Payment request sent.
COL11146,APP12001,Meenakshi Sundaram (Legal Agent),2025-06-06,26763.48,Legal Action Initiated,Tele-calling,,,Rejected,7,2025-05-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11147,APP11255,Rajesh Sharma (Internal),2025-03-04,145957.2,Contacted,Field Visit,,,Pending,5,2025-02-22,Customer contacted via Field Visit. Payment request sent.
COL11148,APP12110,Anita Roy (Internal),2025-09-06,23828.71,Contacted,Field Visit,,,Pending,7,2025-08-29,Customer contacted via Field Visit. Payment request sent.
COL11149,APP12130,Apex Recovery Agency,2025-05-17,7756.18,Contacted,Field Visit,,,Pending,5,2025-05-15,Customer contacted via Field Visit. Payment request sent.
COL11150,APP10563,Prudence Resolution Services,2024-11-12,41832.95,Unreachable,Digital Reminder,,,Pending,12,2024-11-06,Borrower unreachable on registered phone number. Escalated to field team.
COL11151,APP10059,Meenakshi Sundaram (Legal Agent),2024-12-21,68743.78,Contacted,Digital Reminder,,,Pending,2,2024-12-11,Customer contacted via Digital Reminder. Payment request sent.
COL11152,APP11076,Prudence Resolution Services,2024-10-30,38857.87,Contacted,Legal Notice,,,Pending,8,2024-10-25,Customer contacted via Legal Notice. Payment request sent.
COL11153,APP12429,Vanguard Legal & Recovery Services,2024-10-07,39452.13,Legal Action Initiated,Legal Notice,,,Rejected,11,2024-09-30,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11154,APP12345,Rajesh Sharma (Internal),2025-12-12,56931.63,Repossession Pending,Field Visit,,,Pending,3,2025-12-03,Asset recovery team assigned for asset repossession proceedings.
COL11155,APP12899,Priya Deshmukh (Internal),2026-01-12,41806.72,Promise to Pay,Legal Notice,2026-01-26,,Pending,1,2026-01-07,Borrower promised to pay ₹41806.72 by 2026-01-26.
COL11156,APP10428,Apex Recovery Agency,2025-10-25,137771.37,Legal Action Initiated,Legal Notice,,,Rejected,11,2025-10-18,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11157,APP11487,Vanguard Legal & Recovery Services,2025-05-10,29953.16,Settled,Legal Notice,2025-04-28,21883.55,Partial Settlement,2,2025-05-08,Loan settled at ₹21883.55 under Partial Settlement arrangement.
COL11158,APP12465,Meenakshi Sundaram (Legal Agent),2025-08-22,49951.06,Legal Action Initiated,Field Visit,,,Rejected,11,2025-08-18,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11159,APP10493,Anita Roy (Internal),2025-07-27,93331.31,Contacted,Tele-calling,,,Pending,2,2025-07-20,Customer contacted via Tele-calling. Payment request sent.
COL11160,APP11848,Anita Roy (Internal),2025-03-24,207139.02,Legal Action Initiated,Digital Reminder,,,Rejected,7,2025-03-21,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11161,APP10223,Zenith Financial Recovery,2024-10-06,39490.87,Unreachable,WhatsApp Bot,,,Pending,6,2024-09-29,Borrower unreachable on registered phone number. Escalated to field team.
COL11162,APP11524,Vanguard Legal & Recovery Services,2025-03-02,18991.63,Settled,Tele-calling,2025-02-21,15870.46,Partial Settlement,11,2025-02-26,Loan settled at ₹15870.46 under Partial Settlement arrangement.
COL11163,APP10760,Vanguard Legal & Recovery Services,2025-11-14,21315.46,Contacted,Tele-calling,,,Pending,12,2025-11-05,Customer contacted via Tele-calling. Payment request sent.
COL11164,APP10616,Prudence Resolution Services,2025-07-06,9415.07,Legal Action Initiated,Field Visit,,,Rejected,4,2025-06-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
